email,first_name,last_name,phone,region,registration_date,opt_out,source,email_raw,email_valid,source_priority,sources,source_count
customer453@gmail.com,Sarah,Kim,+15551234567,EU,2023-11-01,False,crm,customer453@gmail.com,True,1,"crm,website",2
customer376@yahoo.com,Maria,Williams,5551234567,US,2022-01-01,False,crm,customer376@yahoo.com,True,1,"crm,website",2
customer274@yahoo.com,John,Garcia,02079460958,US,2022-06-01,False,crm,customer274@yahoo.com,True,1,crm,1
customer143@company.com,José,Brown,5551234567,US,2020-12-01,True,crm,customer143@company.com,True,1,crm,1
customer678@gmail.com,André,Jones,+81312345678,US,2021-08-01,True,crm,customer678@gmail.com,True,1,"crm,website",2
customer656@company.com,Chris,Jones,+81312345678,US,2020-02-01,False,crm,customer656@company.com,True,1,"crm,website",2
customer139@yahoo.com,Alex,Jones,+442079460958,APAC,2022-08-01,False,crm,customer139@yahoo.com,True,1,"crm,website",2
customer625@yahoo.com,Pat,Díaz,+81312345678,APAC,2022-08-01,False,crm,customer625@yahoo.com,True,1,"crm,erp",2
customer239@company.com,Sam,Brown,+81312345678,APAC,2020-09-01,True,crm,customer239@company.com,True,1,"crm,website",2
customer545@company.com,Maria,Williams,+442079460958,APAC,2020-02-01,True,crm,customer545@company.com,True,1,"crm,website,erp",3
customer289@yahoo.com,Pat,Díaz,5551234567,APAC,2021-02-01,True,crm,customer289@yahoo.com,True,1,"crm,website",2
customer534@gmail.com,Mike,Garcia,+442079460958,APAC,2020-07-01,True,crm,customer534@gmail.com,True,1,"crm,website",2
customer10@yahoo.com,Maria,Wang,+442079460958,EU,2022-04-01,False,crm,customer10@yahoo.com,True,1,crm,1
customer128@company.com,Léa,Brown,5551234567,EU,2020-05-01,True,crm,customer128@company.com,True,1,"crm,website",2
customer691@yahoo.com,Pat,Wang,5551234567,US,2022-01-01,False,crm,customer691@yahoo.com,True,1,"crm,erp",2
customer180@gmail.com,Léa,Díaz,+81312345678,US,2022-06-01,False,crm,customer180@gmail.com,True,1,"crm,website",2
customer356@company.com,José,Johnson,+442079460958,US,2023-05-01,False,crm,customer356@company.com,True,1,"crm,website",2
customer671@company.com,Alex,Garcia,02079460958,US,2021-11-01,False,crm,customer671@company.com,True,1,"crm,website",2
customer44@company.com,Jane,Wang,02079460958,EU,2021-11-01,True,crm,customer44@company.com,True,1,"crm,website,erp",3
customer775@yahoo.com,Chris,González,5551234567,EU,2020-08-01,False,crm,customer775@yahoo.com,True,1,"crm,website",2
customer622@yahoo.com,Mike,Díaz,+442079460958,US,2022-08-01,False,crm,customer622@yahoo.com,True,1,"crm,website",2
customer713@company.com,André,Díaz,+81312345678,EU,2022-08-01,False,crm,customer713@company.com,True,1,"crm,website,erp",3
customer655@yahoo.com,Müller,Garcia,+81312345678,APAC,2021-04-01,True,crm,customer655@yahoo.com,True,1,"crm,website,erp",3
customer162@gmail.com,Maria,Johnson,+15551234567,US,2023-06-01,False,crm,customer162@gmail.com,True,1,"crm,website",2
customer607@yahoo.com,Alex,Williams,+15551234567,APAC,2023-06-01,True,crm,customer607@yahoo.com,True,1,"crm,website",2
customer443@company.com,John,Smith,5551234567,APAC,2022-09-01,False,crm,customer443@company.com,True,1,"crm,website",2
customer375@gmail.com,Maria,González,,US,2020-09-01,True,crm,customer375@gmail.com,True,1,"crm,website",2
customer634@yahoo.com,Pat,López,+81312345678,,2021-04-01,True,crm,customer634@yahoo.com,True,1,crm,1
customer237@gmail.com,José,Brown,+442079460958,EU,2022-12-01,True,crm,customer237@gmail.com,True,1,crm,1
customer391@yahoo.com,José,Brown,5551234567,US,2022-01-01,True,crm,customer391@yahoo.com,True,1,"crm,website",2
customer421@yahoo.com,José,Smith,02079460958,US,2022-05-01,True,crm,customer421@yahoo.com,True,1,"crm,website",2
customer388@yahoo.com,John,Wang,5551234567,APAC,2020-03-01,False,crm,customer388@yahoo.com,True,1,crm,1
customer664@yahoo.com,Mike,Smith,5551234567,EU,2020-05-01,True,crm,customer664@yahoo.com,True,1,"crm,website",2
customer115@yahoo.com,François,Garcia,+15551234567,APAC,2023-11-01,False,crm,customer115@yahoo.com,True,1,"crm,website",2
customer757@yahoo.com,Chris,López,02079460958,US,2021-12-01,False,crm,customer757@yahoo.com,True,1,"crm,website",2
customer228@gmail.com,Mike,Garcia,+15551234567,EU,2021-08-01,True,crm,customer228@gmail.com,True,1,crm,1
customer102@gmail.com,Müller,Martínez,5551234567,APAC,2023-11-01,False,crm,customer102@gmail.com,True,1,"crm,website",2
customer359@company.com,Mike,Díaz,5551234567,US,2021-04-01,True,crm,customer359@company.com,True,1,"crm,website",2
customer445@yahoo.com,Sam,Díaz,5551234567,EU,2022-05-01,False,crm,customer445@yahoo.com,True,1,"crm,website,erp",3
customer194@company.com,O'Brien,Kim,02079460958,US,2021-09-01,False,crm,customer194@company.com,True,1,"crm,website",2
customer404@company.com,Chris,Jones,+15551234567,US,2021-06-01,True,crm,customer404@company.com,True,1,"crm,website",2
customer420@gmail.com,André,Brown,+15551234567,EU,2021-12-01,True,crm,customer420@gmail.com,True,1,"crm,website",2
customer151@yahoo.com,Alex,Williams,+81312345678,EU,2022-03-01,False,crm,customer151@yahoo.com,True,1,crm,1
customer36@gmail.com,José,Brown,+15551234567,US,2022-08-01,False,crm,customer36@gmail.com,True,1,"crm,erp",2
customer23@company.com,O'Brien,Martínez,5551234567,US,2020-11-01,True,crm,customer23@company.com,True,1,"crm,erp",2
customer21@gmail.com,Sam,González,5551234567,US,2022-02-01,False,crm,customer21@gmail.com,True,1,"crm,website",2
customer146@company.com,Pat,López,+442079460958,US,2022-01-01,True,crm,customer146@company.com,True,1,"crm,website",2
customer454@yahoo.com,Müller,Johnson,+15551234567,EU,2021-03-01,False,crm,customer454@yahoo.com,True,1,"crm,website,erp",3
customer249@gmail.com,François,Martínez,5551234567,US,2023-03-01,False,crm,customer249@gmail.com,True,1,"crm,website",2
customer260@company.com,André,Jones,+81312345678,EU,2021-08-01,False,crm,customer260@company.com,True,1,crm,1
customer279@gmail.com,André,González,+81312345678,US,2020-05-01,False,crm,customer279@gmail.com,True,1,"crm,website,erp",3
customer145@yahoo.com,Müller,Garcia,+15551234567,EU,2020-12-01,False,crm,customer145@yahoo.com,True,1,"crm,erp",2
customer497@company.com,Müller,Kim,,US,2021-12-01,False,crm,customer497@company.com,True,1,crm,1
customer157@yahoo.com,José,Díaz,+15551234567,US,2021-06-01,False,crm,customer157@yahoo.com,True,1,"crm,erp",2
customer406@yahoo.com,Mike,López,02079460958,APAC,2023-07-01,False,crm,customer406@yahoo.com,True,1,"crm,website",2
customer242@company.com,André,Díaz,5551234567,US,2020-11-01,False,crm,customer242@company.com,True,1,"crm,erp",2
customer520@yahoo.com,Sarah,Wang,+81312345678,US,2020-05-01,False,crm,customer520@yahoo.com,True,1,"crm,erp",2
customer74@company.com,Mike,Smith,02079460958,EU,2020-10-01,True,crm,customer74@company.com,True,1,"crm,website",2
customer394@yahoo.com,Müller,Brown,+442079460958,EU,2022-05-01,False,crm,customer394@yahoo.com,True,1,"crm,website",2
customer138@gmail.com,Léa,González,+442079460958,APAC,2021-06-01,True,crm,customer138@gmail.com,True,1,"crm,website",2
customer601@yahoo.com,Chris,Williams,+15551234567,APAC,2023-08-01,True,crm,customer601@yahoo.com,True,1,"crm,website,erp",3
customer83@company.com,Maria,Brown,02079460958,EU,2023-06-01,True,crm,customer83@company.com,True,1,"crm,website",2
customer612@gmail.com,José,Martínez,+442079460958,US,2020-02-01,False,crm,customer612@gmail.com,True,1,"crm,website",2
customer501@gmail.com,André,Johnson,02079460958,US,2020-06-01,False,crm,customer501@gmail.com,True,1,"crm,website,erp",3
customer231@gmail.com,Sarah,González,02079460958,EU,2023-09-01,False,crm,customer231@gmail.com,True,1,crm,1
customer191@company.com,Léa,Wang,,US,2021-08-01,False,crm,customer191@company.com,True,1,crm,1
customer654@gmail.com,André,Williams,02079460958,US,2021-09-01,False,crm,customer654@gmail.com,True,1,"crm,website",2
customer603@gmail.com,José,Smith,+81312345678,US,2021-03-01,False,crm,customer603@gmail.com,True,1,"crm,website,erp",3
customer784@yahoo.com,Pat,Johnson,02079460958,US,2023-11-01,False,crm,customer784@yahoo.com,True,1,"crm,website",2
customer15@gmail.com,Pat,Wang,,US,2020-05-01,True,crm,customer15@gmail.com,True,1,crm,1
customer399@gmail.com,Mike,López,+15551234567,US,2021-01-01,False,crm,customer399@gmail.com,True,1,"crm,erp",2
customer595@yahoo.com,Müller,Kim,5551234567,APAC,2021-10-01,True,crm,customer595@yahoo.com,True,1,"crm,website",2
customer786@gmail.com,Léa,González,5551234567,EU,2022-01-01,True,crm,customer786@gmail.com,True,1,"crm,website,erp",3
customer473@company.com,O'Brien,Johnson,+15551234567,US,2022-01-01,False,crm,customer473@company.com,True,1,"crm,website",2
customer644@company.com,Maria,Kim,02079460958,APAC,2020-05-01,True,crm,customer644@company.com,True,1,"crm,website",2
customer608@company.com,O'Brien,Kim,+442079460958,APAC,2022-07-01,False,crm,customer608@company.com,True,1,crm,1
customer681@gmail.com,John,Wang,+442079460958,US,2023-09-01,False,crm,customer681@gmail.com,True,1,"crm,website",2
customer199@yahoo.com,Müller,González,02079460958,APAC,2023-12-01,False,crm,customer199@yahoo.com,True,1,crm,1
customer772@yahoo.com,Chris,Williams,5551234567,APAC,2023-09-01,False,crm,customer772@yahoo.com,True,1,crm,1
customer536@company.com,Chris,Johnson,02079460958,APAC,2021-09-01,False,crm,customer536@company.com,True,1,"crm,website",2
customer522@gmail.com,José,Wang,5551234567,US,2022-02-01,False,crm,customer522@gmail.com,True,1,"crm,website",2
customer672@gmail.com,André,Garcia,02079460958,US,2021-05-01,True,crm,customer672@gmail.com,True,1,"crm,website",2
customer84@gmail.com,Alex,López,5551234567,EU,2022-11-01,False,crm,customer84@gmail.com,True,1,"crm,website",2
customer230@company.com,José,Díaz,+442079460958,US,2021-06-01,True,crm,customer230@company.com,True,1,"crm,website",2
customer269@company.com,Sarah,Johnson,,,2021-06-01,False,crm,customer269@company.com,True,1,crm,1
customer259@yahoo.com,O'Brien,González,+81312345678,APAC,2020-01-01,False,crm,customer259@yahoo.com,True,1,"crm,website",2
customer113@company.com,Alex,López,+81312345678,EU,2022-06-01,False,crm,customer113@company.com,True,1,"crm,website",2
customer90@gmail.com,Pat,Johnson,02079460958,APAC,2023-09-01,False,crm,customer90@gmail.com,True,1,"crm,website",2
customer459@gmail.com,Chris,Martínez,5551234567,US,2022-09-01,False,crm,customer459@gmail.com,True,1,"crm,erp",2
customer431@company.com,Pat,Jones,5551234567,APAC,2022-03-01,True,crm,customer431@company.com,True,1,"crm,website",2
customer50@company.com,John,González,5551234567,APAC,2022-10-01,True,crm,customer50@company.com,True,1,"crm,erp",2
customer393@gmail.com,Sarah,Jones,5551234567,EU,2022-04-01,True,crm,customer393@gmail.com,True,1,"crm,website",2
customer662@company.com,Pat,Wang,,,2023-02-01,True,crm,customer662@company.com,True,1,crm,1
customer797@company.com,Sarah,Jones,5551234567,APAC,2021-01-01,False,crm,customer797@company.com,True,1,"crm,erp",2
customer206@company.com,Alex,Martínez,5551234567,US,2020-02-01,False,crm,customer206@company.com,True,1,crm,1
customer457@yahoo.com,Sam,Brown,,EU,2023-08-01,False,crm,customer457@yahoo.com,True,1,crm,1
customer698@company.com,Sarah,Williams,+442079460958,EU,2020-12-01,False,crm,customer698@company.com,True,1,"crm,website,erp",3
customer657@gmail.com,Alex,Brown,+15551234567,US,2023-04-01,True,crm,customer657@gmail.com,True,1,"crm,website",2
customer697@yahoo.com,Sam,Díaz,5551234567,EU,2020-04-01,True,crm,customer697@yahoo.com,True,1,"crm,website,erp",3
customer514@yahoo.com,Sarah,Smith,5551234567,US,2021-08-01,False,crm,customer514@yahoo.com,True,1,"crm,website",2
customer621@gmail.com,Chris,González,,US,2023-10-01,False,crm,customer621@gmail.com,True,1,crm,1
customer392@company.com,Pat,Brown,+442079460958,EU,2023-12-01,False,crm,customer392@company.com,True,1,"crm,website",2
customer429@gmail.com,Mike,López,5551234567,EU,2022-07-01,True,crm,customer429@gmail.com,True,1,"crm,website",2
customer203@company.com,Chris,Garcia,+442079460958,EU,2020-09-01,True,crm,customer203@company.com,True,1,"crm,website",2
customer216@gmail.com,Müller,Díaz,02079460958,US,2020-05-01,False,crm,customer216@gmail.com,True,1,crm,1
customer437@company.com,François,Garcia,5551234567,EU,2021-10-01,False,crm,customer437@company.com,True,1,"crm,website,erp",3
customer505@yahoo.com,José,Johnson,,US,2022-01-01,True,crm,customer505@yahoo.com,True,1,crm,1
customer593@company.com,François,Smith,02079460958,EU,2022-07-01,False,crm,customer593@company.com,True,1,"crm,website,erp",3
customer291@gmail.com,José,Smith,+15551234567,APAC,2021-02-01,False,crm,customer291@gmail.com,True,1,"crm,website",2
customer306@gmail.com,Léa,Smith,5551234567,APAC,2023-05-01,False,crm,customer306@gmail.com,True,1,"crm,website",2
customer86@company.com,Sam,Brown,5551234567,EU,2021-06-01,False,crm,customer86@company.com,True,1,"crm,website",2
customer754@yahoo.com,Pat,Brown,+442079460958,EU,2021-10-01,True,crm,customer754@yahoo.com,True,1,"crm,website",2
customer48@gmail.com,Chris,Williams,02079460958,EU,2021-06-01,True,crm,customer48@gmail.com,True,1,"crm,website",2
customer330@gmail.com,O'Brien,Kim,02079460958,APAC,2023-10-01,True,crm,customer330@gmail.com,True,1,"crm,website,erp",3
customer403@yahoo.com,Sarah,Díaz,+442079460958,EU,2023-01-01,False,crm,customer403@yahoo.com,True,1,"crm,website",2
customer564@gmail.com,Maria,Johnson,+81312345678,APAC,2021-07-01,False,crm,customer564@gmail.com,True,1,"crm,website",2
customer282@gmail.com,Jane,López,02079460958,EU,2020-05-01,False,crm,customer282@gmail.com,True,1,"crm,website",2
customer219@gmail.com,Sam,Martínez,5551234567,EU,2020-05-01,True,crm,customer219@gmail.com,True,1,crm,1
customer510@gmail.com,André,Kim,+81312345678,EU,2020-10-01,False,crm,customer510@gmail.com,True,1,"crm,website,erp",3
customer3@gmail.com,Sam,Smith,+15551234567,APAC,2023-06-01,False,crm,customer3@gmail.com,True,1,"crm,website",2
customer673@yahoo.com,François,Garcia,5551234567,APAC,2021-10-01,True,crm,customer673@yahoo.com,True,1,"crm,website",2
customer508@yahoo.com,Sam,González,+442079460958,EU,2020-09-01,False,crm,customer508@yahoo.com,True,1,"crm,website",2
customer337@yahoo.com,André,López,5551234567,US,2022-03-01,False,crm,customer337@yahoo.com,True,1,crm,1
customer28@yahoo.com,Alex,Martínez,+442079460958,EU,2020-06-01,False,crm,customer28@yahoo.com,True,1,crm,1
customer636@gmail.com,Chris,Wang,+81312345678,APAC,2022-04-01,False,crm,customer636@gmail.com,True,1,"crm,website,erp",3
customer223@yahoo.com,Léa,Díaz,+442079460958,US,2022-03-01,False,crm,customer223@yahoo.com,True,1,crm,1
customer300@gmail.com,Sam,Kim,5551234567,EU,2020-11-01,False,crm,customer300@gmail.com,True,1,"crm,website",2
customer349@yahoo.com,Müller,Díaz,+15551234567,EU,2022-05-01,False,crm,customer349@yahoo.com,True,1,"crm,website",2
customer159@gmail.com,Sarah,Garcia,5551234567,US,2022-04-01,False,crm,customer159@gmail.com,True,1,"crm,website",2
customer224@company.com,O'Brien,Brown,02079460958,EU,2022-05-01,False,crm,customer224@company.com,True,1,"crm,website",2
customer500@company.com,Alex,Johnson,02079460958,APAC,2020-06-01,False,crm,customer500@company.com,True,1,"crm,website",2
customer710@company.com,Müller,Williams,02079460958,EU,2023-12-01,False,crm,customer710@company.com,True,1,crm,1
customer207@gmail.com,Sam,Wang,+81312345678,EU,2023-07-01,False,crm,customer207@gmail.com,True,1,"crm,erp",2
customer747@gmail.com,Mike,Johnson,+442079460958,US,2023-10-01,True,crm,customer747@gmail.com,True,1,"crm,website",2
customer438@gmail.com,Müller,Martínez,5551234567,US,2020-06-01,True,crm,customer438@gmail.com,True,1,crm,1
customer35@company.com,Sarah,Garcia,,APAC,2022-05-01,False,crm,customer35@company.com,True,1,crm,1
customer317@company.com,Pat,Wang,5551234567,US,2022-12-01,False,crm,customer317@company.com,True,1,"crm,website",2
customer554@company.com,Mike,Garcia,+15551234567,EU,2020-01-03,True,website,customer554@company.com,True,2,website,1
customer548@company.com,François,Johnson,+15551234567,EU,2020-01-05,False,website,customer548@company.com,True,2,website,1
customer552@gmail.com,José,Brown,5551234567,EU,2020-01-05,True,website,customer552@gmail.com,True,2,website,1
customer340@yahoo.com,François,Smith,+15551234567,US,2020-01-04,True,website,customer340@yahoo.com,True,2,"website,erp",2
customer756@gmail.com,Maria,Williams,+442079460958,EU,2020-01-04,False,website,customer756@gmail.com,True,2,website,1
customer703@yahoo.com,André,Díaz,+442079460958,APAC,2020-01-04,True,website,customer703@yahoo.com,True,2,"website,erp",2
customer617@company.com,Pat,Williams,5551234567,US,2020-01-04,False,website,customer617@company.com,True,2,"website,erp",2
customer362@company.com,André,González,+15551234567,US,2020-01-04,False,website,customer362@company.com,True,2,website,1
customer381@gmail.com,John,Jones,02079460958,EU,2020-01-05,False,website,customer381@gmail.com,True,2,"website,erp",2
customer232@yahoo.com,Jane,Williams,02079460958,EU,2020-01-05,True,website,customer232@yahoo.com,True,2,website,1
customer528@gmail.com,José,González,02079460958,EU,2020-01-06,False,website,customer528@gmail.com,True,2,"website,erp",2
customer92@company.com,Jane,Díaz,+15551234567,US,2020-01-01,True,website,customer92@company.com,True,2,website,1
customer752@company.com,André,Kim,+442079460958,EU,2020-01-01,False,website,customer752@company.com,True,2,website,1
customer423@gmail.com,Mike,Kim,5551234567,EU,2020-01-01,False,website,customer423@gmail.com,True,2,"website,erp",2
customer290@company.com,André,Martínez,02079460958,APAC,2020-01-01,True,website,customer290@company.com,True,2,website,1
customer748@yahoo.com,John,Jones,5551234567,US,2020-01-02,False,website,customer748@yahoo.com,True,2,"website,erp",2
customer189@gmail.com,Sarah,Johnson,,EU,2020-01-03,False,website,customer189@gmail.com,True,2,website,1
customer135@gmail.com,José,González,+81312345678,EU,2020-01-03,False,website,customer135@gmail.com,True,2,website,1
customer728@company.com,François,Jones,+15551234567,US,2020-03-29,False,website,customer728@company.com,True,2,website,1
customer631@yahoo.com,Jane,Díaz,5551234567,EU,2020-03-29,False,website,customer631@yahoo.com,True,2,website,1
customer724@yahoo.com,François,Johnson,02079460958,US,2020-03-29,False,website,customer724@yahoo.com,True,2,website,1
customer12@gmail.com,André,Wang,+81312345678,EU,2020-03-30,True,website,customer12@gmail.com,True,2,website,1
customer535@yahoo.com,Alex,Kim,+15551234567,EU,2020-03-30,False,website,customer535@yahoo.com,True,2,website,1
customer451@yahoo.com,Léa,Brown,+442079460958,APAC,2020-03-30,False,website,customer451@yahoo.com,True,2,website,1
customer430@yahoo.com,John,Williams,5551234567,EU,2020-03-31,False,website,customer430@yahoo.com,True,2,website,1
customer712@yahoo.com,Jane,Jones,5551234567,US,2020-03-31,True,website,customer712@yahoo.com,True,2,website,1
customer722@company.com,Sam,Martínez,5551234567,EU,2020-03-31,False,website,customer722@company.com,True,2,"website,erp",2
customer651@gmail.com,Müller,Smith,+81312345678,EU,2020-04-01,False,website,customer651@gmail.com,True,2,"website,erp",2
customer292@yahoo.com,Léa,Martínez,5551234567,US,2020-04-01,False,website,customer292@yahoo.com,True,2,"website,erp",2
customer303@gmail.com,Maria,Jones,5551234567,EU,2020-04-01,False,website,customer303@gmail.com,True,2,"website,erp",2
customer354@gmail.com,André,Wang,+15551234567,EU,2020-04-02,False,website,customer354@gmail.com,True,2,website,1
customer302@company.com,André,Smith,5551234567,EU,2020-04-02,True,website,customer302@company.com,True,2,"website,erp",2
customer495@gmail.com,Jane,Kim,+15551234567,EU,2020-04-02,False,website,customer495@gmail.com,True,2,website,1
customer767@company.com,Léa,Jones,5551234567,US,2020-04-02,False,website,customer767@company.com,True,2,website,1
customer226@yahoo.com,André,Brown,5551234567,US,2020-04-03,True,website,customer226@yahoo.com,True,2,"website,erp",2
customer235@yahoo.com,Müller,Brown,,APAC,2020-04-03,False,website,customer235@yahoo.com,True,2,website,1
customer740@company.com,José,Wang,+15551234567,EU,2020-04-03,False,website,customer740@company.com,True,2,website,1
customer396@gmail.com,Sarah,Wang,+442079460958,APAC,2020-04-04,False,website,customer396@gmail.com,True,2,website,1
customer99@gmail.com,John,Johnson,+442079460958,APAC,2020-04-04,False,website,customer99@gmail.com,True,2,website,1
customer527@company.com,John,Wang,02079460958,EU,2020-04-04,False,website,customer527@company.com,True,2,"website,erp",2
customer458@company.com,Maria,Kim,02079460958,EU,2020-04-05,True,website,customer458@company.com,True,2,"website,erp",2
customer262@yahoo.com,Alex,Jones,5551234567,EU,2020-04-06,True,website,customer262@yahoo.com,True,2,website,1
customer273@gmail.com,O'Brien,López,+15551234567,APAC,2020-04-06,False,website,customer273@gmail.com,True,2,website,1
customer2@company.com,Maria,López,5551234567,EU,2020-04-07,False,website,customer2@company.com,True,2,website,1
customer148@yahoo.com,Chris,Kim,,,2020-04-07,False,website,customer148@yahoo.com,True,2,website,1
customer487@yahoo.com,Mike,Díaz,5551234567,EU,2020-04-07,False,website,customer487@yahoo.com,True,2,website,1
customer355@yahoo.com,Müller,Wang,5551234567,,2020-04-08,False,website,customer355@yahoo.com,True,2,website,1
customer251@company.com,Alex,Wang,+81312345678,US,2020-04-08,False,website,customer251@company.com,True,2,"website,erp",2
customer524@company.com,Sarah,Smith,+442079460958,APAC,2020-04-09,False,website,customer524@company.com,True,2,website,1
customer312@gmail.com,Mike,Martínez,+442079460958,US,2020-04-09,False,website,customer312@gmail.com,True,2,"website,erp",2
customer117@gmail.com,Chris,Kim,+15551234567,APAC,2020-04-09,False,website,customer117@gmail.com,True,2,website,1
customer53@company.com,Léa,Díaz,5551234567,US,2020-04-09,False,website,customer53@company.com,True,2,website,1
customer649@yahoo.com,Alex,López,5551234567,EU,2020-04-10,True,website,customer649@yahoo.com,True,2,website,1
customer43@yahoo.com,Jane,Smith,+15551234567,EU,2020-04-10,False,website,customer43@yahoo.com,True,2,"website,erp",2
customer52@yahoo.com,Maria,Martínez,5551234567,US,2020-04-10,False,website,customer52@yahoo.com,True,2,website,1
customer585@gmail.com,Mike,Brown,+15551234567,US,2020-04-10,False,website,customer585@gmail.com,True,2,"website,erp",2
customer676@yahoo.com,François,Garcia,+15551234567,EU,2020-04-11,False,website,customer676@yahoo.com,True,2,website,1
customer101@company.com,Chris,Williams,+81312345678,EU,2020-04-11,False,website,customer101@company.com,True,2,website,1
customer791@company.com,Maria,Smith,02079460958,APAC,2020-04-11,False,website,customer791@company.com,True,2,website,1
customer769@yahoo.com,Pat,Williams,5551234567,APAC,2020-04-11,False,website,customer769@yahoo.com,True,2,website,1
customer397@yahoo.com,José,Jones,+81312345678,EU,2020-04-11,False,website,customer397@yahoo.com,True,2,"website,erp",2
customer137@company.com,Sam,López,5551234567,US,2020-04-12,True,website,customer137@company.com,True,2,website,1
customer110@company.com,O'Brien,Johnson,5551234567,US,2020-04-12,True,website,customer110@company.com,True,2,website,1
customer16@yahoo.com,Müller,Brown,5551234567,US,2020-04-12,False,website,customer16@yahoo.com,True,2,website,1
customer779@company.com,Müller,Williams,,US,2020-04-13,False,website,customer779@company.com,True,2,website,1
customer181@yahoo.com,François,Smith,+81312345678,EU,2020-04-13,False,website,customer181@yahoo.com,True,2,"website,erp",2
customer739@yahoo.com,Léa,Díaz,5551234567,EU,2020-04-14,True,website,customer739@yahoo.com,True,2,"website,erp",2
customer377@company.com,Sam,Díaz,5551234567,EU,2020-04-14,False,website,customer377@company.com,True,2,"website,erp",2
customer187@yahoo.com,Chris,Garcia,5551234567,APAC,2020-04-14,True,website,customer187@yahoo.com,True,2,website,1
customer118@yahoo.com,François,Díaz,+15551234567,US,2020-04-14,False,website,customer118@yahoo.com,True,2,website,1
customer155@company.com,John,Williams,+15551234567,EU,2020-04-14,False,website,customer155@company.com,True,2,website,1
customer733@yahoo.com,O'Brien,Kim,02079460958,US,2020-04-17,False,website,customer733@yahoo.com,True,2,website,1
customer744@gmail.com,Chris,Williams,5551234567,EU,2020-04-17,False,website,customer744@gmail.com,True,2,website,1
customer133@yahoo.com,O'Brien,Johnson,+15551234567,APAC,2020-04-17,False,website,customer133@yahoo.com,True,2,"website,erp",2
customer390@gmail.com,José,Wang,+81312345678,US,2020-04-17,False,website,customer390@gmail.com,True,2,"website,erp",2
customer735@gmail.com,Müller,Garcia,02079460958,EU,2020-04-18,False,website,customer735@gmail.com,True,2,"website,erp",2
customer353@company.com,Léa,Brown,5551234567,EU,2020-05-14,True,website,customer353@company.com,True,2,"website,erp",2
customer518@company.com,Maria,González,5551234567,APAC,2020-04-18,False,website,customer518@company.com,True,2,website,1
customer637@yahoo.com,Müller,Wang,5551234567,US,2020-04-19,False,website,customer637@yahoo.com,True,2,"website,erp",2
customer11@company.com,André,Brown,+442079460958,US,2020-04-19,False,website,customer11@company.com,True,2,"website,erp",2
customer719@company.com,Müller,Garcia,5551234567,US,2020-04-19,False,website,customer719@company.com,True,2,website,1
customer372@gmail.com,Sam,González,+81312345678,APAC,2020-04-20,False,website,customer372@gmail.com,True,2,"website,erp",2
customer483@gmail.com,Maria,López,5551234567,US,2020-04-20,False,website,customer483@gmail.com,True,2,website,1
customer227@company.com,Maria,Brown,+442079460958,APAC,2020-04-20,True,website,customer227@company.com,True,2,website,1
customer503@company.com,Müller,Brown,02079460958,EU,2020-04-22,False,website,customer503@company.com,True,2,website,1
customer455@company.com,Maria,Wang,5551234567,US,2020-04-22,True,website,customer455@company.com,True,2,"website,erp",2
customer213@gmail.com,Léa,Wang,+81312345678,US,2020-04-22,True,website,customer213@gmail.com,True,2,website,1
customer643@yahoo.com,André,Kim,+442079460958,APAC,2020-04-22,False,website,customer643@yahoo.com,True,2,website,1
customer488@company.com,Müller,Garcia,5551234567,EU,2020-04-23,False,website,customer488@company.com,True,2,"website,erp",2
customer156@gmail.com,François,Garcia,02079460958,EU,2020-04-23,False,website,customer156@gmail.com,True,2,"website,erp",2
customer609@gmail.com,Müller,Johnson,02079460958,EU,2020-04-23,False,website,customer609@gmail.com,True,2,website,1
customer204@gmail.com,Sarah,Wang,+442079460958,APAC,2020-04-24,False,website,customer204@gmail.com,True,2,website,1
customer78@gmail.com,José,Jones,+442079460958,EU,2020-04-24,False,website,customer78@gmail.com,True,2,website,1
customer123@gmail.com,André,Smith,,EU,2020-04-24,False,website,customer123@gmail.com,True,2,website,1
customer630@gmail.com,John,Smith,02079460958,US,2020-04-25,False,website,customer630@gmail.com,True,2,"website,erp",2
customer433@yahoo.com,Léa,Johnson,+15551234567,EU,2020-04-26,False,website,customer433@yahoo.com,True,2,website,1
customer142@yahoo.com,John,Díaz,+15551234567,,2020-04-26,False,website,customer142@yahoo.com,True,2,website,1
customer799@yahoo.com,Sam,Garcia,+15551234567,APAC,2020-04-26,False,website,customer799@yahoo.com,True,2,website,1
customer89@company.com,John,Garcia,5551234567,EU,2020-04-27,False,website,customer89@company.com,True,2,website,1
customer491@company.com,John,González,+81312345678,EU,2020-04-27,False,website,customer491@company.com,True,2,website,1
customer198@gmail.com,André,Martínez,+81312345678,EU,2020-04-28,True,website,customer198@gmail.com,True,2,website,1
customer361@yahoo.com,Sam,Kim,5551234567,US,2020-04-28,True,website,customer361@yahoo.com,True,2,website,1
customer25@yahoo.com,John,Jones,5551234567,US,2020-04-28,False,website,customer25@yahoo.com,True,2,"website,erp",2
customer506@company.com,O'Brien,Wang,+15551234567,EU,2020-04-29,False,website,customer506@company.com,True,2,website,1
customer266@company.com,François,Williams,5551234567,EU,2020-04-29,True,website,customer266@company.com,True,2,website,1
customer460@yahoo.com,Müller,Martínez,+442079460958,EU,2020-04-29,False,website,customer460@yahoo.com,True,2,website,1
